Time;Mode;State;ErrorId;Cmd;
16:30:23.35;Manu;Idle;0;DELETE_SEQUENCE;
16:30:25.96;Manu;Idle;0;ExecuteAction; WD: Action=RunGCode Para[0]=12 Para[1]=5 Para[2]=0 Para[3]=0 Para[4]=0 Para[5]=9999 Para[6]=5 Para[7]=0 Para[8]=0 Para[9]=0 Para[10]=0 Para[11]=0 Para[12]=0; RD: ActionId=60;
16:31:12.59;Manu;Idle;0;DELETE_SEQUENCE;
16:31:17.20;Manu;Idle;0;ExecuteAction; WD: Action=RunGCode Para[0]=12 Para[1]=5 Para[2]=0 Para[3]=0 Para[4]=0 Para[5]=9999 Para[6]=5 Para[7]=0 Para[8]=0 Para[9]=0 Para[10]=0 Para[11]=0 Para[12]=0; RD: ActionId=61;
16:40:09.63;Manu;Idle;0;DELETE_SEQUENCE;
16:40:26.18;Manu;Idle;0;ExecuteAction; WD: Action=RunGCode Para[0]=12 Para[1]=5 Para[2]=0 Para[3]=0 Para[4]=0 Para[5]=9999 Para[6]=5 Para[7]=0 Para[8]=0 Para[9]=0 Para[10]=0 Para[11]=0 Para[12]=0; RD: ActionId=62;
16:40:28.49;Manu;Active;0;PAUSE_ACTION; WD: ActionId=62;
16:40:43.38;Manu;Active;0;CONTINUE_ACTION; WD: ActionId=62;
16:41:03.88;Manu;Idle;0;ExecuteAction; WD: Action=RunGCode Para[0]=12 Para[1]=5 Para[2]=0 Para[3]=0 Para[4]=0 Para[5]=9999 Para[6]=5 Para[7]=0 Para[8]=0 Para[9]=0 Para[10]=0 Para[11]=0 Para[12]=0; RD: ActionId=63;
16:43:50.43;Manu;Idle;0;DELETE_SEQUENCE;
16:43:57.01;Manu;Idle;0;ExecuteAction; WD: Action=RunGCode Para[0]=12 Para[1]=5 Para[2]=0 Para[3]=0 Para[4]=0 Para[5]=9999 Para[6]=5 Para[7]=0 Para[8]=0 Para[9]=0 Para[10]=0 Para[11]=0 Para[12]=0; RD: ActionId=64;
16:45:52.38;Manu;Idle;0;DELETE_SEQUENCE;
16:45:54.69;Manu;Idle;0;ExecuteAction; WD: Action=RunGCode Para[0]=12 Para[1]=5 Para[2]=0 Para[3]=0 Para[4]=0 Para[5]=9999 Para[6]=5 Para[7]=0 Para[8]=0 Para[9]=0 Para[10]=0 Para[11]=0 Para[12]=0; RD: ActionId=65;
